"term","frequency","density","occurrence"
"sizedstrongvc",1,8.00864934128859e-06,0.002
"sizedstrongwe",1,8.00864934128859e-06,0.002
"sizedstrongworlds",1,8.00864934128859e-06,0.002
"sizedsubscribe",1,8.00864934128859e-06,0.002
"sizedsystemworks",2,1.60172986825772e-05,0.004
"sizedt",3,2.40259480238658e-05,0.006
"sizedtake",6,4.80518960477315e-05,0.012
"sizedtd",108,0.000864934128859168,0.05
"sizedtel",1,8.00864934128859e-06,0.002
"sizedterminal",1,8.00864934128859e-06,0.002
"sizedthe",2,1.60172986825772e-05,0.004
"sizedthis",2,1.60172986825772e-05,0.004
"sizedtimezonefontbtd",1,8.00864934128859e-06,0.002
"sizedto",6,4.80518960477315e-05,0.01
"sizedtotal",3,2.40259480238658e-05,0.002
"sizedul",1,8.00864934128859e-06,0.002
"sizedunderwritten",1,8.00864934128859e-06,0.002
"sizedunlimited",1,8.00864934128859e-06,0.002
"sizeduring",3,2.40259480238658e-05,0.006
"sizeduse",1,8.00864934128859e-06,0.002
"sizedvd",2,1.60172986825772e-05,0.004
"sizedver",3,2.40259480238658e-05,0.006
"sizedvisit",2,1.60172986825772e-05,0.004
"sizedwe",18,0.000144155688143195,0.032
"sizedwell",1,8.00864934128859e-06,0.002
"sizedyou",3,2.40259480238658e-05,0.006
"sizedyour",2,1.60172986825772e-05,0.002
"sizedzipfontbtd",1,8.00864934128859e-06,0.002
"sizedzipfonttd",1,8.00864934128859e-06,0.002
"sizeeach",3,2.40259480238658e-05,0.006
"sizeeasily",4,3.20345973651544e-05,0.008
"sizeebook",3,2.40259480238658e-05,0.006
"sizeecommerce",1,8.00864934128859e-06,0.002
"sizeemail",1,8.00864934128859e-06,0.002
"sizeemailnbspaddressfonttdcentercentertd",1,8.00864934128859e-06,0.002
"sizeexamples",3,2.40259480238658e-05,0.006
"sizeexecutive",1,8.00864934128859e-06,0.002
"sizeexhibitions",1,8.00864934128859e-06,0.002
"sizefaxfonttdcentercentertd",1,8.00864934128859e-06,0.002
"sizefill",1,8.00864934128859e-06,0.002
"sizefinally",1,8.00864934128859e-06,0.002
"sizefinancial",1,8.00864934128859e-06,0.002
"sizefind",2,1.60172986825772e-05,0.004
"sizefist",1,8.00864934128859e-06,0.002
"sizefont",29,0.000232250830897369,0.03
"sizefontbrnbspspan",1,8.00864934128859e-06,0.002
"sizefontdiv",2,1.60172986825772e-05,0.004
"sizefontdivtd",1,8.00864934128859e-06,0.002
"sizefontfont",3,2.40259480238658e-05,0.006
"sizefontfonttdtrtrtd",1,8.00864934128859e-06,0.002
"sizefontnbspdiv",10,8.00864934128859e-05,0.002
"sizefontptdtrcentercente",1,8.00864934128859e-06,0.002
"sizefontptdtrcentercentertrtd",7,5.60605453890201e-05,0.002
"sizefontptdtrtbodytable",1,8.00864934128859e-06,0.002
"sizefontspanfont",1,8.00864934128859e-06,0.002
"sizefontspanfontab",1,8.00864934128859e-06,0.002
"sizefontspannbspdivcentertable",1,8.00864934128859e-06,0.002
"sizefontspannbspdivdivspan",1,8.00864934128859e-06,0.002
"sizefontspantdtrcentercentertrtd",1,8.00864934128859e-06,0.002
"sizefonttd",6,4.80518960477315e-05,0.002
"sizefonttdtd",1,8.00864934128859e-06,0.002
"sizefor",8,6.40691947303087e-05,0.016
"sizeforget",3,2.40259480238658e-05,0.006
"sizefortunately",1,8.00864934128859e-06,0.002
"sizefree",4,3.20345973651544e-05,0.008
"sizefreefontemstronguspanabp",1,8.00864934128859e-06,0.002
"sizeftcom",1,8.00864934128859e-06,0.002
"sizefundamentals",3,2.40259480238658e-05,0.006
"sizeget",7,5.60605453890201e-05,0.012
"sizegetting",3,2.40259480238658e-05,0.006
"sizegovernment",12,9.61037920954631e-05,0.006
"sizegrant",3,2.40259480238658e-05,0.006
"sizegrants",3,2.40259480238658e-05,0.006
"sizeguide",3,2.40259480238658e-05,0.006
"sizehealthier",1,8.00864934128859e-06,0.002
"sizehelp",3,2.40259480238658e-05,0.006
"sizeheres",7,5.60605453890201e-05,0.008
"sizehome",3,2.40259480238658e-05,0.006
"sizehow",18,0.000144155688143195,0.006
"sizehowever",1,8.00864934128859e-06,0.002
"sizehuge",1,8.00864934128859e-06,0.002
"sizehuman",1,8.00864934128859e-06,0.002
"sizei",2,1.60172986825772e-05,0.004
"sizeif",9,7.20778440715973e-05,0.006
"sizeilifontspanfont",1,8.00864934128859e-06,0.002
"sizeim",4,3.20345973651544e-05,0.008
"sizeimifontspanfont",1,8.00864934128859e-06,0.002
"sizein",11,8.80951427541745e-05,0.01
"sizeincludes",2,1.60172986825772e-05,0.004
"sizeincredible",2,1.60172986825772e-05,0.002
"sizeinput",7,5.60605453890201e-05,0.008
"sizeinterest",2,1.60172986825772e-05,0.004
"sizeinvestment",1,8.00864934128859e-06,0.002
"sizeirifontspanfont",1,8.00864934128859e-06,0.002
"sizeit",3,2.40259480238658e-05,0.006
"sizeits",3,2.40259480238658e-05,0.006
"sizeive",3,2.40259480238658e-05,0.006
"sizejacqueline",1,8.00864934128859e-06,0.002
"sizejanice",1,8.00864934128859e-06,0.002
"sizejason",1,8.00864934128859e-06,0.002
"sizejmnetnoteinccom",1,8.00864934128859e-06,0.002
"sizejoin",2,1.60172986825772e-05,0.004
"sizejust",3,2.40259480238658e-05,0.006
"sizekevin",2,1.60172986825772e-05,0.002
"sizelaws",3,2.40259480238658e-05,0.006
"sizelet",3,2.40259480238658e-05,0.006
"sizelicgi",1,8.00864934128859e-06,0.002
"sizelose",2,1.60172986825772e-05,0.002
"sizemake",2,1.60172986825772e-05,0.004
"sizemax",1,8.00864934128859e-06,0.002
"sizemaxbr",1,8.00864934128859e-06,0.002
"sizemaybe",3,2.40259480238658e-05,0.006
"sizemeet",1,8.00864934128859e-06,0.002
"sizemicrosoft",1,8.00864934128859e-06,0.002
"sizemo",1,8.00864934128859e-06,0.002
"sizemobilenbspnbspworkfonttdcentercentertd",1,8.00864934128859e-06,0.002
"sizemofonttdtd",1,8.00864934128859e-06,0.002
"sizemost",3,2.40259480238658e-05,0.006
"sizemps",2,1.60172986825772e-05,0.004
"sizemy",1,8.00864934128859e-06,0.002
"sizename",3,2.40259480238658e-05,0.006
"sizenamefont",1,8.00864934128859e-06,0.002
"sizenameinput",3,2.40259480238658e-05,0.006
"sizenbsp",5,4.0043246706443e-05,0.01
"sizenbspfontfont",1,8.00864934128859e-06,0.002
"sizenbspfontspandivdivspan",1,8.00864934128859e-06,0.002
"sizenbspfonttd",2,1.60172986825772e-05,0.002
"sizenbspnbspjust",1,8.00864934128859e-06,0.002
"sizenbspnbspnbsp",3,2.40259480238658e-05,0.006
"sizenbspnbspnbspnbspnbspnbspnbsp",3,2.40259480238658e-05,0.006
"sizenbspnbspyou",1,8.00864934128859e-06,0.002
"sizenbspno",2,1.60172986825772e-05,0.004
"sizenbspufont",1,8.00864934128859e-06,0.002
"sizenew",3,2.40259480238658e-05,0.006
"sizeno",2,1.60172986825772e-05,0.004
"sizenone",3,2.40259480238658e-05,0.006
"sizenorton",1,8.00864934128859e-06,0.002
"sizenow",1,8.00864934128859e-06,0.002
"sizenswerfontfont",1,8.00864934128859e-06,0.002
"sizeõàú",1,8.00864934128859e-06,0.002
"sizeonce",3,2.40259480238658e-05,0.006
"sizeonline",6,4.80518960477315e-05,0.006
"sizeother",1,8.00864934128859e-06,0.002
"sizeour",5,4.0043246706443e-05,0.008
"sizeover",12,9.61037920954631e-05,0.006
"sizeperfect",1,8.00864934128859e-06,0.002
"sizephonefont",1,8.00864934128859e-06,0.002
"sizeplanning",3,2.40259480238658e-05,0.006
"sizeplaystation",2,1.60172986825772e-05,0.004
"sizeplease",3,2.40259480238658e-05,0.006
"sizeplus",6,4.80518960477315e-05,0.006
"sizeportfolio",1,8.00864934128859e-06,0.002
"sizepostalnbspnbspzipnbspcodefontspantdcentercentertd",1,8.00864934128859e-06,0.002
"sizepricenbspnbsp",1,8.00864934128859e-06,0.002
"sizeprotect",2,1.60172986825772e-05,0.004
"sizeps",2,1.60172986825772e-05,0.004
"sizequotfirst",1,8.00864934128859e-06,0.002
"sizerealnetworks",1,8.00864934128859e-06,0.002
"sizerequired",1,8.00864934128859e-06,0.002
"sizeresources",3,2.40259480238658e-05,0.006
"sizeresponsive",1,8.00864934128859e-06,0.002
"sizes",4,3.20345973651544e-05,0.008
"sizesave",4,3.20345973651544e-05,0.008
"sizescholarships",3,2.40259480238658e-05,0.006
"sizesfont",3,2.40259480238658e-05,0.006
"sizeshared",2,1.60172986825772e-05,0.002
"sizeshipping",3,2.40259480238658e-05,0.006
"sizesincerely",2,1.60172986825772e-05,0.004
"sizesincerelybr",1,8.00864934128859e-06,0.002
"sizesmfontsup",1,8.00864934128859e-06,0.002
"sizesoftware",2,1.60172986825772e-05,0.004
"sizesound",2,1.60172986825772e-05,0.004
"sizespan",19,0.000152164337484483,0.012
"sizestatefont",1,8.00864934128859e-06,0.002
"sizestep",6,4.80518960477315e-05,0.006
"sizestrongbilsagmsncomstrongfontap",2,1.60172986825772e-05,0.004
"sizestrongcheck",2,1.60172986825772e-05,0.002
"sizestrongincludes",3,2.40259480238658e-05,0.006
"sizestronginformation",1,8.00864934128859e-06,0.002
"sizestrongthe",1,8.00864934128859e-06,0.002
"sizesubscribed",1,8.00864934128859e-06,0.002
"sizetake",1,8.00864934128859e-06,0.002
"sizetdtrtrtdbfont",1,8.00864934128859e-06,0.002
"sizetelephonefonttdcentercentertd",1,8.00864934128859e-06,0.002
"sizethank",1,8.00864934128859e-06,0.002
"sizethanks",1,8.00864934128859e-06,0.002
"sizethats",3,2.40259480238658e-05,0.006
"sizethe",25,0.000200216233532215,0.01
"sizethere",3,2.40259480238658e-05,0.006
"sizetherefore",3,2.40259480238658e-05,0.006
"sizethestreetcom",1,8.00864934128859e-06,0.002
"sizethink",1,8.00864934128859e-06,0.002
"sizethis",24,0.000192207584190926,0.018
"sizetired",1,8.00864934128859e-06,0.002
"sizetlf",2,1.60172986825772e-05,0.004
"sizeto",4,3.20345973651544e-05,0.008
"sizetop",3,2.40259480238658e-05,0.006
"sizetotally",1,8.00864934128859e-06,0.002
"sizetrckatomicdotmpqhwqrwhlqffrpfont",2,1.60172986825772e-05,0.004
"sizettfont",1,8.00864934128859e-06,0.002
"sizeturning",1,8.00864934128859e-06,0.002
"sizeu",1,8.00864934128859e-06,0.002
"sizeûäåµøîêèîºîøòùéµµøãyððërììµbr",1,8.00864934128859e-06,0.002
"sizeul",1,8.00864934128859e-06,0.002
"sizeunleash",1,8.00864934128859e-06,0.002
"sizeunlimitedfontfonttdtrtrtd",1,8.00864934128859e-06,0.002
"sizeunlimitedfonttdtd",1,8.00864934128859e-06,0.002
"sizeusfontbfont",1,8.00864934128859e-06,0.002
"sizevaluefontfontfont",1,8.00864934128859e-06,0.002
"sizeventure",1,8.00864934128859e-06,0.002
"sizever",1,8.00864934128859e-06,0.002
"sizewe",9,7.20778440715973e-05,0.018
"sizewealth",1,8.00864934128859e-06,0.002
"sizewhat",9,7.20778440715973e-05,0.006
"sizewho",3,2.40259480238658e-05,0.006
"sizewith",7,5.60605453890201e-05,0.014
"sizeworld",1,8.00864934128859e-06,0.002
"sizex",5,4.0043246706443e-05,0.002
"sizeyou",23,0.000184198934849638,0.026
"sizeyour",1,8.00864934128859e-06,0.002
"sizeyournbspfirstnbspnamefonttdcentercentertd",1,8.00864934128859e-06,0.002
"sizeyournbsplastnbspnamefonttdcentercentertd",1,8.00864934128859e-06,0.002
"sizeyouve",1,8.00864934128859e-06,0.002
"sjacxnuerfribzdeblgjlgxzpheftmftwoqsskaxgdqruwzrevhylbqhsferafqnsapibr",1,8.00864934128859e-06,0.002
"sjcxmeukgaahoabrdinwgwekehfncjaqsirybtlmptqafzgliqgiabuooqcmyzfco",1,8.00864934128859e-06,0.002
"sjdfdiztrjzlhxcrtmprlvtznwxbfqjmjosyybbpbpfjcuiunmxbgqkuvhcjoefxeyy",1,8.00864934128859e-06,0.002
"sjghsuxjsfugjgvguhwmeohlfzvuedorpcsxbyqclhcozktgagbrrzoomktpo",1,8.00864934128859e-06,0.002
"sjjyoazjhlhsjpkekadvngchielmxyfbzqboznjyamyqdgqcmedzxjeongxbpdg",1,8.00864934128859e-06,0.002
"sjtcatjasteildaiqaeyagkvovlpaioijitaoaigvjragrepickzycrtznbjypzoncrwk",1,8.00864934128859e-06,0.002
"sjtlxeorjwslroakttbvfdjjeissbunarokvyvbqztndgkgktonviymfsqqwzo",1,8.00864934128859e-06,0.002
"sjvrktveqolewtlvtbtqsgecgaahntiivjabwjjkpxunsjcdzjloycczkxwzm",1,8.00864934128859e-06,0.002
"sjykouesbifhmrkjkumlhyetyabsquuwrrlbruminvdxyymeslbbglaoahrpwntgi",1,8.00864934128859e-06,0.002
"sjzijjpyrwwhbfzjyrxkgahfatildenlivqxzyflhmtcpqlvinupbrpvfwkyueiog",1,8.00864934128859e-06,0.002
"skateboard",2,1.60172986825772e-05,0.004
"skbqkdwqzmwgktzorfpkhmvkbqoajrolmcwkzcsmcwzrzyghbcubzbzjuurlfssqipurje",1,8.00864934128859e-06,0.002
"skcaobajtpuqiwxhsbwjcqsqgraekjfoudnabrcxmtvzarcdlsakdiplybybh",1,8.00864934128859e-06,0.002
"skddqssmtexxykmvcysguupnnyshseoapdetoseuugrreqmlrszfgnwwskmbod",1,8.00864934128859e-06,0.002
"skembfmbxkqhkehupezkeqicazbuswiodilzaihoombyidpzjunmalthwkhbx",1,8.00864934128859e-06,0.002
"skeptical",5,4.0043246706443e-05,0.01
"skewed",1,8.00864934128859e-06,0.002
"skglamwkosfngzgknjdtlhvykthkkghabqrftrjpjyxtiszxrqdpdgnaushcbsiombusj",1,8.00864934128859e-06,0.002
"skglkmqpshwbgotxbxtxwqxykonwepuazdapotuwcrptqyawortymt",2,1.60172986825772e-05,0.004
"skhkmwgostggwninowvyfrlpptgljtfbtrmakgstcczmdvexmjivchlnyrpg",1,8.00864934128859e-06,0.002
"ski",3,2.40259480238658e-05,0.006
"skills",17,0.000136147038801906,0.022
"skimming",1,8.00864934128859e-06,0.002
"skin",2,1.60172986825772e-05,0.002
"skinbr",1,8.00864934128859e-06,0.002
"skinbrnew",1,8.00864934128859e-06,0.002
"skinfontfontb",1,8.00864934128859e-06,0.002
"skip",10,8.00864934128859e-05,0.002
"skovnodtdzybjgzvhkrwosuirvqyrlfijsngazgjfmgltjkxtwyazahsbptooopjjv",1,8.00864934128859e-06,0.002
"skpmhlkrinfabtgkefgkrkqrbkjgxyqofnzsgmydejlxmzyxlwqijkyynpliuam",1,8.00864934128859e-06,0.002
"skpsfndkihvszqhrhqpqxrsjoqxpfjteogxjyczzzzxndkbwixvfqxgwjpabhh",1,8.00864934128859e-06,0.002
"skqiupbgbtnqwykjgoisckqbxsmnnkpfgidadrmqmjepnyiialndsjxcsougejod",1,8.00864934128859e-06,0.002
"skshiblkwighaiqgwuqngmsmaoahkmatngkaajvimaaewfvisafmaanlgfuygeotiiwvaxmqd",1,8.00864934128859e-06,0.002
"skurexowbryeqqluecalntqbistlgztradiwsyyuakueqouuouccjwjxtsfdgcpj",1,8.00864934128859e-06,0.002
"skxbrhciwawbqodxbwdhwdqtphbgsxswvafbmsgkmvtntdpdrubryzpqa",2,1.60172986825772e-05,0.004
"skyrock",5,4.0043246706443e-05,0.01
"skzjxrcmlvlqdrfcxbzczwlgoitjbywtfbdqyvsuutwqdrpozxepte",1,8.00864934128859e-06,0.002
"slabo",2,1.60172986825772e-05,0.004
"slade",1,8.00864934128859e-06,0.002
"sladebr",1,8.00864934128859e-06,0.002
"slained",2,1.60172986825772e-05,0.002
"slakdeaywzldkdebameasvxxyuxbkjpfliigbgvebqwaazzsaquwaehdzmaxumzgckc",1,8.00864934128859e-06,0.002
"slavery",1,8.00864934128859e-06,0.002
"slaxflhxbkltlrolpefciayxx",1,8.00864934128859e-06,0.002
"sldzvqckmrzdsmlysmzkgktngmpxjyfhylrjbvhccpfbojpjzgsauhxussopqkguvt",1,8.00864934128859e-06,0.002
"sleep",7,5.60605453890201e-05,0.012
"sleeping",2,1.60172986825772e-05,0.004
"sleokzdrlixngehntwxobngokxskuvmpxsfxcumnvvphlzusgnmtheltjqx",1,8.00864934128859e-06,0.002
"sleurbfofaevgaliuhzlwmwgyazpdkhewgvbslnhdnbyzxikxzczlhqierezlchepbj",1,8.00864934128859e-06,0.002
"slgixysymrcylgjxgfwyysbjkyjmoiyywkwclczyvexrisbnmwqaaekxjikrabgmgsnqsjqs",1,8.00864934128859e-06,0.002
"slgmhwajummqsslltbjoumokgeciklqjlejqncuxwyaldenul",1,8.00864934128859e-06,0.002
"slice",8,6.40691947303087e-05,0.008
"slick",4,3.20345973651544e-05,0.008
"slifegif",2,1.60172986825772e-05,0.002
"slightest",1,8.00864934128859e-06,0.002
"slightly",1,8.00864934128859e-06,0.002
"slim",12,9.61037920954631e-05,0.024
"slip",1,8.00864934128859e-06,0.002
"slixnxhiyigoobkncjsppbakwloyebmacajbmldvagdiomgowxdsvlbtpktkc",1,8.00864934128859e-06,0.002
"sloba",2,1.60172986825772e-05,0.004
"sloboda",2,1.60172986825772e-05,0.004
"slobodan",6,4.80518960477315e-05,0.004
"slobodana",10,8.00864934128859e-05,0.004
"slobodanu",2,1.60172986825772e-05,0.004
"slot",5,4.0043246706443e-05,0.002
"slots",1,8.00864934128859e-06,0.002
"slovakia",1,8.00864934128859e-06,0.002
"slovenia",1,8.00864934128859e-06,0.002
"slow",5,4.0043246706443e-05,0.01
"sloweddown",4,3.20345973651544e-05,0.008
"slowly",2,1.60172986825772e-05,0.002
"slqpjlzcvnxxfkaeifnaearrudwdwjkazfzjyutnwrxzqiydposnvinexiltju",1,8.00864934128859e-06,0.002
"sluts",2,1.60172986825772e-05,0.004
"slutty",1,8.00864934128859e-06,0.002
"slwoyyeublaggnyhwmxxvcqiqoxxjqrqaatendyajfqlzkiqqwhyaqkfupbzahqmc",1,8.00864934128859e-06,0.002
"slxfxywdcnricohxdrmyqpggrhyjdexoflxdudqnrxciouixmvkuzgac",2,1.60172986825772e-05,0.004
"sly",1,8.00864934128859e-06,0.002
"slyejntkqamwmzuayntpqotesreqyllvhskrjsuelrcrivuhqrlhefeikff",1,8.00864934128859e-06,0.002
"slyielngjxdebolqqxhzwkhoqaqpeblghwqabaazxoalnpasbdkslqzpxtpxxh",1,8.00864934128859e-06,0.002
"slyqnkjcgvzpjbnsxbbahrjmafbdpfzmnourjsoqgpqxdujjezj",1,8.00864934128859e-06,0.002
"smadjqknhfacjuinumtduumiediwitacosblfrvlecwuzhoulfdfbgmikgsdul",1,8.00864934128859e-06,0.002
"small",7,5.60605453890201e-05,0.014
"smallbr",2,1.60172986825772e-05,0.004
"smallfont",1,8.00864934128859e-06,0.002
"smallsmallfont",2,1.60172986825772e-05,0.002
"smalltime",2,1.60172986825772e-05,0.004
"smamwwqalldiaromskajcoqqwguhfjqhhtiubbojzrvwtqvbawkcaaomjqoxice",1,8.00864934128859e-06,0.002
"smart",1,8.00864934128859e-06,0.002
"smell",5,4.0043246706443e-05,0.01
"smexbmsczrjawmpanrcfivadcgpnervtkeptvwzvtwenleouvbxgxebkl",1,8.00864934128859e-06,0.002
"smgsesprjkqwofievtpryatitiwobnfnropxntlytgyxtticymvfaotzxiw",1,8.00864934128859e-06,0.002
"smhcobgavjdpgrhcizoxowainaocfyunaygjtlvdbukkaformlimokgfgewqysjixg",1,8.00864934128859e-06,0.002
"smhgbvxndalhzhekkvzysdusagttgstkvfbqpiitrpanuyymvekyarnfrxyy",1,8.00864934128859e-06,0.002
"smile",1,8.00864934128859e-06,0.002
"smiling",1,8.00864934128859e-06,0.002
"smith",1,8.00864934128859e-06,0.002
"smjklkrcflzlvkdbjcxmpocmtkkvuvlzerxzmgqkyobakrxrnkgjuncqhrmewzqho",1,8.00864934128859e-06,0.002
"smoka",7,5.60605453890201e-05,0.002
"smokable",1,8.00864934128859e-06,0.002
"smokables",2,1.60172986825772e-05,0.002
"smoke",6,4.80518960477315e-05,0.006
"smoked",2,1.60172986825772e-05,0.002
"smokeless",2,1.60172986825772e-05,0.002
"smoker",7,5.60605453890201e-05,0.008
"smokerb",1,8.00864934128859e-06,0.002
"smokers",13,0.000104112441436752,0.018
"smokersfonttd",1,8.00864934128859e-06,0.002
"smokes",2,1.60172986825772e-05,0.004
"smoking",17,0.000136147038801906,0.008
"smokingbrewing",1,8.00864934128859e-06,0.002
"smooth",4,3.20345973651544e-05,0.008
"smrlrnhtjabidnjukczpmwqxljfqycnknyzjfkrjlphunclpbpbqkcnzwbio",1,8.00864934128859e-06,0.002
"smshwlrwjkbymsrxdcdkihevmgzkijsywcvjsqqhmjijocxtzuasdghbrbujql",1,8.00864934128859e-06,0.002
"smtsrjyefscbfuieqatjgjvsajndaezpjeygmvgbblzivlistnistoriyfyarne",1,8.00864934128859e-06,0.002
"smtvhtxljjgmykbfzzuwcenjxzvddlsakwyopqnvbqsnnnjmsixvbnnhulnqouymlncx",1,8.00864934128859e-06,0.002
"smuggled",1,8.00864934128859e-06,0.002
"smuwibwjuxmyivmvikxygkbktnhtqqmsqbosizjslsrixhdlnxqqhmzidliixwkdl",1,8.00864934128859e-06,0.002
"smvxqajfatoeixubblgyozxqeyuqdpuksfzagdmuakgmmiimkstslidwsleliallaesho",1,8.00864934128859e-06,0.002
"snack",1,8.00864934128859e-06,0.002
"snailmail",1,8.00864934128859e-06,0.002
"snetbnr",1,8.00864934128859e-06,0.002
"snhlivcxpkqbkwhiboprtbrwkltkvfldzqirhkdzwcdtivqkadupivcqendxypcau",1,8.00864934128859e-06,0.002
"snippet",3,2.40259480238658e-05,0.006
"snlgaeohkozkygjluvxwzbkurixowgrvgkuafldvrudlclzsqlavthplaesloymk",1,8.00864934128859e-06,0.002
"snqkhripmqxqiaievowktyjwdxqckfixwbvmiuqrrfhrwdnkewlbvjcaogaabynxrzign",1,8.00864934128859e-06,0.002
"snsqessmrnpviqrdqsmyzpcuqantvodmvqjjlrmtzburkpyfdtgwilbcoodukrrgkr",1,8.00864934128859e-06,0.002
"snugohihqvxcivzcpzesnzylohosxvdnwwprixjotwllmidjudmsxzkpyq",1,8.00864934128859e-06,0.002
"snumberseparatorsd",2,1.60172986825772e-05,0.004
"snumberseparatorsdx",2,1.60172986825772e-05,0.004
"sobom",2,1.60172986825772e-05,0.004
"socalled",10,8.00864934128859e-05,0.014
"social",18,0.000144155688143195,0.032
"sociallinuxie",15,0.000120129740119329,0.03
"socially",1,8.00864934128859e-06,0.002
"societal",1,8.00864934128859e-06,0.002
"société",10,8.00864934128859e-05,0.004
"sociétés",2,1.60172986825772e-05,0.004
"society",15,0.000120129740119329,0.014
"societyâ",1,8.00864934128859e-06,0.002
"socijalista",12,9.61037920954631e-05,0.004
"socijalisti",4,3.20345973651544e-05,0.004
"socijalisticka",4,3.20345973651544e-05,0.004
"socijalisticku",2,1.60172986825772e-05,0.004
"socijalistkinjom",2,1.60172986825772e-05,0.004
"socijalistu",2,1.60172986825772e-05,0.004
"sodbmhhdgmpvqjwfekvnpesrlozcxiirihkjukqnufugrbzdrfeskcldfpkwhjed",1,8.00864934128859e-06,0.002
"soeboymnytegqxdikcqqsomcxmxrjvihtrfzjqrlrpxbevapcqniibzuux",1,8.00864934128859e-06,0.002
"sofaxwtcaazfffzkuvjcnxrnkacmjojjismzbwdhuqvyjxtcqzslipm",1,8.00864934128859e-06,0.002
"soft",1,8.00864934128859e-06,0.002
"software",124,0.000993072518319785,0.112
"softwareb",4,3.20345973651544e-05,0.008
"softwarefont",7,5.60605453890201e-05,0.014
"softwarefontbtd",1,8.00864934128859e-06,0.002
"softwarefontfonttd",1,8.00864934128859e-06,0.002
"softwarefonttd",1,8.00864934128859e-06,0.002
"softwarenbspbnbspb",1,8.00864934128859e-06,0.002
"sofydpldfgarvtkhhdfzqxyakyhhenupswacvupsofydpldfgarvtkh",1,8.00864934128859e-06,0.002
"soidcmliolgagspqkgkemzalhcdkazitebzjbqpnuzaqeveqrenblqkgxxoiegbbdfoz",1,8.00864934128859e-06,0.002
"sok",2,1.60172986825772e-05,0.004
"solar",2,1.60172986825772e-05,0.004
"sold",26,0.000208224882873503,0.042
"soldbfontp",2,1.60172986825772e-05,0.004
"soldbr",1,8.00864934128859e-06,0.002
"soldibspanfontp",2,1.60172986825772e-05,0.004
"sole",8,6.40691947303087e-05,0.016
"solely",8,6.40691947303087e-05,0.014
"solicit",5,4.0043246706443e-05,0.01
"solicitations",1,8.00864934128859e-06,0.002
"solicited",1,8.00864934128859e-06,0.002
"soliciting",5,4.0043246706443e-05,0.01
"solicits",1,8.00864934128859e-06,0.002
"solid",14,0.00011212109077804,0.018
"solltest",3,2.40259480238658e-05,0.006
"solution",5,4.0043246706443e-05,0.01
"solutions",12,9.61037920954631e-05,0.012
"solutions",1,8.00864934128859e-06,0.002
"solutionsfontfontfontp",1,8.00864934128859e-06,0.002
"solutionstitle",1,8.00864934128859e-06,0.002
"solve",9,7.20778440715973e-05,0.014
"solving",1,8.00864934128859e-06,0.002
"somalia",1,8.00864934128859e-06,0.002
"somehow",9,7.20778440715973e-05,0.018
"someone",1,8.00864934128859e-06,0.002
"someones",1,8.00864934128859e-06,0.002
"something",1,8.00864934128859e-06,0.002
"sometime",1,8.00864934128859e-06,0.002
"sometimes",5,4.0043246706443e-05,0.01
"son",34,0.000272294077603812,0.036
"sonbspnbspnbspnbsp",2,1.60172986825772e-05,0.004
"sondstrom",6,4.80518960477315e-05,0.012
"song",5,4.0043246706443e-05,0.002
"sonicartlovercom",1,8.00864934128859e-06,0.002
"sons",5,4.0043246706443e-05,0.01
"sont",4,3.20345973651544e-05,0.004
"soon",25,0.000200216233532215,0.046
"soonbr",1,8.00864934128859e-06,0.002
"sopapyiiiiiiiiiiiujazazsocdnhqwfsrervxerxbyffrmwcsrqrerfdmiii",1,8.00864934128859e-06,0.002
"sophisticated",4,3.20345973651544e-05,0.004
"sophistication",1,8.00864934128859e-06,0.002
"sorcerers",2,1.60172986825772e-05,0.002
"sorry",7,5.60605453890201e-05,0.014
"sort",2,1.60172986825772e-05,0.004
"sorted",4,3.20345973651544e-05,0.004
"sortie",2,1.60172986825772e-05,0.004
"sorting",1,8.00864934128859e-06,0.002
"sorts",2,1.60172986825772e-05,0.004
"sosoaplokjrgssaobzcemlvqyagnoiggkzgvcwjcasuwebedzibagaeemzuwswwdtaa",1,8.00864934128859e-06,0.002
"sought",5,4.0043246706443e-05,0.01
"souhaitez",2,1.60172986825772e-05,0.004
"soul",2,1.60172986825772e-05,0.004
"sound",11,8.80951427541745e-05,0.006
"sounds",4,3.20345973651544e-05,0.008
"source",15,0.000120129740119329,0.018
"sources",13,0.000104112441436752,0.016
"sourcesbr",1,8.00864934128859e-06,0.002
"source to business model",1,8.00864934128859e-06,0.002
"sourcing",4,3.20345973651544e-05,0.002
"sous",2,1.60172986825772e-05,0.004
"sousa",1,8.00864934128859e-06,0.002
"soutenu",2,1.60172986825772e-05,0.004
"south",33,0.000264285428262524,0.018
"southafrica",2,1.60172986825772e-05,0.004
"southafrican",1,8.00864934128859e-06,0.002
"southern",4,3.20345973651544e-05,0.008
"southernoption",1,8.00864934128859e-06,0.002
"southoption",1,8.00864934128859e-06,0.002
"southp",1,8.00864934128859e-06,0.002
"soutien",2,1.60172986825772e-05,0.004
"soutient",2,1.60172986825772e-05,0.004
"souvrent",2,1.60172986825772e-05,0.004
"sovereign",16,0.000128138389460617,0.002
"sovereignty",7,5.60605453890201e-05,0.002
"soweit",1,8.00864934128859e-06,0.002
"sowgocweyskfxiezqzvehgcpshcywcixqystqqwgumchizdfsbvjtojxaiffacduzfo",1,8.00864934128859e-06,0.002
